,Thal_PuI_L,VTA_L,Vermis_7,Cerebellum_3_R,Frontal_Inf_Tri_L,Frontal_Inf_Orb_2_R,Thal_LP_R,Cerebellum_10_L,Frontal_Inf_Orb_2_L,Temporal_Pole_Sup_R,Thal_AV_R,Thal_MDl_R,Raphe_D,OFCant_R,Temporal_Pole_Mid_R,SN_pc_R,Vermis_6,Vermis_3,Olfactory_L,Cerebellum_3_L,ACC_sup_R,Raphe_M,Thal_LGN_L,Rectus_R,Vermis_8,Parietal_Inf_L,Thal_PuL_L,Caudate_R,Red_N_L,OFCmed_R
Thal_AV_R,0.4647443735254408,0.1845855592083677,0.06028078822629468,0.06200211336808994,-0.10460548895496853,0.3387006803042403,0.2934293127349717,0.03043128583221597,-0.22978401134278598,0.3109691593740303,1.0,0.11842043371745624,-0.2508916767694093,-0.15048194243537,-0.038503140995340385,-0.06809659679891819,-0.3388579514617382,-0.03611556075849133,-0.11021757421727088,-0.27664348992073723,-0.2147104983337768,-0.2775832460753231,0.35374590277790957,-0.03660441030079812,-0.211656354486614,0.1723254672534161,0.1660766801259148,-0.1597311152992903,-0.2802269719393173,-0.06934855976641173
Thal_MDl_R,0.3139530642851022,0.4122201925340757,-0.0011174194758909574,0.36079425879274085,0.29941693234638556,0.5041344294947572,0.321235861200836,-0.12074967107288498,0.016796763752504464,0.20337080019961065,0.11842043371745624,1.0,0.3746980044515311,-0.18820512635219508,-0.1110368138525634,0.40487153680159554,0.1484275614923987,0.3772053647097275,0.14023487565531548,0.21886083706619758,0.3222993514747715,0.11361220089534646,0.23221160640858954,0.33950746885429295,0.026839591011945472,0.27990649003348184,0.34485291767602777,0.3694797454238738,0.23477187678989633,0.20077786848455445
Raphe_D,0.12633055452799752,0.168984818247933,0.12574862606987436,0.6268485656534108,0.5367475128430369,0.1300482143674094,0.21461925782185554,-0.03142433475564951,0.31470727435109974,0.07534604354148526,-0.2508916767694093,0.3746980044515311,1.0,0.06602109500669373,-0.013824195935832154,0.520856351551641,0.29958064009950075,0.5308747871545767,0.5588575397037665,0.6082151393282244,0.5170492553730945,0.461682767500208,0.22384206808849472,0.28766843728154423,0.1270877697321306,0.24835975890109896,0.40983853755946975,0.6809327603609984,0.6603434001090971,0.2543259563638023
OFCant_R,-0.28802875406542733,-0.2920859067343969,-0.04637372310899067,0.16807957533662982,0.25293264140451216,-0.3378127670771336,-0.22367845601964315,0.43337960736250775,0.47351280739909996,-0.15987820714299072,-0.15048194243537,-0.18820512635219508,0.06602109500669373,1.0,-0.17573378715977833,0.2706296447814147,0.31238251049905513,0.08087742408187508,0.10573691798679968,0.22251599219574839,0.19177638298175256,0.18079740010344894,-0.14046078136632364,-0.36074209364458965,0.09434850828964833,-0.25424766852823,-0.0763071492250759,0.3075271778725657,0.1974605969639719,-0.227215021251745
Temporal_Pole_Mid_R,0.014387407031155845,0.0485469158896045,0.0073897486053169275,0.09731195805186693,-0.0028628560702781323,-0.12216519217651958,0.02970379645446812,-0.30412349509632286,-0.009802373777484153,-0.027813476090042682,-0.038503140995340385,-0.1110368138525634,-0.013824195935832154,-0.17573378715977833,1.0,-0.17105538603046877,0.17072930197969458,0.24661784458008695,0.31091744602866267,0.1662651780956854,0.06678807075972502,0.012258051681288316,-0.1400571383694406,0.4131274823314046,0.29390718004600935,-0.04633009264802362,0.11472877575666462,-0.21845513342881526,0.09649750345001087,0.1967266608773981
SN_pc_R,0.038660280445699996,0.2845583756673847,0.11417931519781302,0.5809590410240127,0.6108817304777311,0.14128741036064105,0.09152434700210134,0.16154680496461848,0.46867094437695667,0.14164785060065332,-0.06809659679891819,0.40487153680159554,0.520856351551641,0.2706296447814147,-0.17105538603046877,1.0,0.3729996857836982,0.4765013430651087,0.25538968696887765,0.5793552711158259,0.5330301617547005,0.3978514683145456,0.2389553738045222,-0.0007000648002337099,0.2866901788173468,0.27759196754450177,0.35301761935284887,0.7064433958174756,0.6177754787943407,0.020457358927570075
Vermis_6,-0.2799128328826687,-0.0230389223305949,0.2503757847995158,0.31722695870730816,0.2810484693886563,-0.4140474005819789,-0.3111431675251005,0.16869114973693108,0.5078039328199105,-0.05579407806379591,-0.3388579514617382,0.1484275614923987,0.29958064009950075,0.31238251049905513,0.17072930197969458,0.3729996857836982,1.0,0.5393427353858747,0.1939283959708352,0.48929927318121275,0.5061158198284348,0.264515263702974,-0.36821527578063024,-0.1278393515138811,0.5474988642941141,-0.22779306338531294,0.20683797991389424,0.270808352758159,0.4412334624139362,-0.06004763217131132
Vermis_3,0.3704252962567126,0.27444083164702054,0.132187098695839,0.8187791813974007,0.6570317182876163,0.24788928343744127,0.20315558783224116,0.018338816875504555,0.4477369837945084,0.07810828557854385,-0.03611556075849133,0.3772053647097275,0.5308747871545767,0.08087742408187508,0.24661784458008695,0.4765013430651087,0.5393427353858747,1.0,0.4631415081564755,0.6595411782481811,0.6176322157928984,0.3047722661348986,0.3066098781839664,0.12725809234280583,0.29271937000377823,0.32807042104835826,0.6190914609361956,0.531654080460727,0.45470446540854725,-0.015636934405929812
Olfactory_L,0.04482342826350485,0.08227242917335008,0.01618193445662638,0.41973122086695436,0.49468492859522023,0.17557679534979567,0.2480831267251747,0.12072469277284108,0.15318938079184183,-0.08643304923093521,-0.11021757421727088,0.14023487565531548,0.5588575397037665,0.10573691798679968,0.31091744602866267,0.25538968696887765,0.1939283959708352,0.4631415081564755,1.0,0.2311542231704859,0.21995858864051207,0.2907384746886605,0.19927989359377118,0.41443359271990576,-0.0465600646189279,0.150556162695177,0.1677861111636906,0.5017259754413741,0.3135348760314231,0.2222623902123162
Cerebellum_3_L,-0.009545405082751715,0.13281873785966836,0.0774005874576876,0.6792378148860558,0.5793689104170784,-0.10852887883247336,-0.07920059576920052,-0.15190544827557426,0.5774218666356591,-0.005424482033396905,-0.27664348992073723,0.21886083706619758,0.6082151393282244,0.22251599219574839,0.1662651780956854,0.5793552711158259,0.48929927318121275,0.6595411782481811,0.2311542231704859,1.0,0.6472510042898358,0.5991830337515739,-0.021412726049129575,0.055738322120347475,0.5403333946453917,0.21436037464383076,0.4072628885321419,0.5259796738303991,0.7347850177280828,0.035146141330199325
ACC_sup_R,0.10303602495287136,0.1969470390498844,0.188122735268346,0.6271610995598514,0.5323252348624888,0.014414175082831394,-0.003329209508418299,0.04156740259687909,0.6134421599507833,0.1338639814258097,-0.2147104983337768,0.3222993514747715,0.5170492553730945,0.19177638298175256,0.06678807075972502,0.5330301617547005,0.5061158198284348,0.6176322157928984,0.21995858864051207,0.6472510042898358,1.0,0.29330853482460345,0.063980972096081,-0.003401380940788709,0.439102477114877,0.18610428403248758,0.42623622448246035,0.5427164777893722,0.5431993512080088,0.11666907246904085
Raphe_M,-0.17181966639007648,0.0867286604050122,0.0060838488323990015,0.3295455739229055,0.39937374374345774,-0.1347550816955461,-0.11266650610877213,-0.12027275588503823,0.2708212618069808,-0.1110396662247456,-0.2775832460753231,0.11361220089534646,0.461682767500208,0.18079740010344894,0.012258051681288316,0.3978514683145456,0.264515263702974,0.3047722661348986,0.2907384746886605,0.5991830337515739,0.29330853482460345,1.0,-0.10973502595312276,0.06488271434939709,0.24849760683466166,0.21762051844058392,0.027561048919351034,0.45358261009071865,0.4956806060224421,-0.021911143635300268
Thal_LGN_L,0.7150216042834766,0.33987359383374804,-0.004564011430621953,0.4356254704770047,0.3885625639736231,0.6959127124569386,0.6073907866995065,0.09189617881282587,-0.19642167890387507,0.33803760286417417,0.35374590277790957,0.23221160640858954,0.22384206808849472,-0.14046078136632364,-0.1400571383694406,0.2389553738045222,-0.36821527578063024,0.3066098781839664,0.19927989359377118,-0.021412726049129575,0.063980972096081,-0.10973502595312276,1.0,0.11960225607610328,-0.3836039951292682,0.5329220849369904,0.4942668376839939,0.3016705252196036,-0.022721382878954848,-0.04536284265973539
Rectus_R,0.16381770610696397,0.1694021420341911,-0.09180630676646678,0.12206157667189055,0.06983874752887832,0.28490376507336995,0.37407464563501114,-0.2532600413662741,-0.3015668184824702,0.06916020379046833,-0.03660441030079812,0.33950746885429295,0.28766843728154423,-0.36074209364458965,0.4131274823314046,-0.0007000648002337099,-0.1278393515138811,0.12725809234280583,0.41443359271990576,0.055738322120347475,-0.003401380940788709,0.06488271434939709,0.11960225607610328,1.0,-0.05834547844120678,0.15182253049858016,0.2356412584199259,0.0246543593407257,0.19184972692617036,0.5212976588578454
Vermis_8,-0.2798372031025116,0.15924768311268148,0.12181624222710943,0.1630873961137089,0.2232057846217396,-0.30204837682784696,-0.28221152317255654,-0.2883234758747952,0.4568505269404252,-0.042112440365706626,-0.211656354486614,0.026839591011945472,0.1270877697321306,0.09434850828964833,0.29390718004600935,0.2866901788173468,0.5474988642941141,0.29271937000377823,-0.0465600646189279,0.5403333946453917,0.439102477114877,0.24849760683466166,-0.3836039951292682,-0.05834547844120678,1.0,-0.13435093938825968,0.15989674462428824,0.07003825685803186,0.4840248920828736,0.1675380145421479
Parietal_Inf_L,0.4796600059849788,0.219374013072805,-0.011694894535660352,0.4001396390290453,0.438654252303629,0.49522431459660005,0.27969124514204513,-0.059072820282986944,-0.22361936748408728,0.1720604153507579,0.1723254672534161,0.27990649003348184,0.24835975890109896,-0.25424766852823,-0.04633009264802362,0.27759196754450177,-0.22779306338531294,0.32807042104835826,0.150556162695177,0.21436037464383076,0.18610428403248758,0.21762051844058392,0.5329220849369904,0.15182253049858016,-0.13435093938825968,1.0,0.2177237897959586,0.35296182636894247,0.04866188250058937,-0.09220547011511764
Thal_PuL_L,0.649568723797588,0.3717054473800574,0.14694008040630538,0.6898260045351647,0.49017717732307425,0.3905890953350573,0.35145974051116663,0.01570800272823139,0.2489765887779688,0.35394142037073023,0.1660766801259148,0.34485291767602777,0.40983853755946975,-0.0763071492250759,0.11472877575666462,0.35301761935284887,0.20683797991389424,0.6190914609361956,0.1677861111636906,0.4072628885321419,0.42623622448246035,0.027561048919351034,0.4942668376839939,0.2356412584199259,0.15989674462428824,0.2177237897959586,1.0,0.2627203342273185,0.43286936452814806,0.11326715174231426
Caudate_R,0.06686715265705712,0.1673528599456176,0.1105233220951888,0.619209392047427,0.7444815159822972,0.2316049546636608,0.14337306760775248,0.24753169185454438,0.4749759935393124,-0.02244383347876673,-0.1597311152992903,0.3694797454238738,0.6809327603609984,0.3075271778725657,-0.21845513342881526,0.7064433958174756,0.270808352758159,0.531654080460727,0.5017259754413741,0.5259796738303991,0.5427164777893722,0.45358261009071865,0.3016705252196036,0.0246543593407257,0.07003825685803186,0.35296182636894247,0.2627203342273185,1.0,0.4998772949361821,-0.028299441210024617
Red_N_L,-0.0455753714262391,0.18314473526160077,0.07242706013537334,0.5337899146227376,0.5568928680179948,-0.067497792317424,0.051248623984614196,-0.08053195350260826,0.4618235096194881,-0.024794795681209385,-0.2802269719393173,0.23477187678989633,0.6603434001090971,0.1974605969639719,0.09649750345001087,0.6177754787943407,0.4412334624139362,0.45470446540854725,0.3135348760314231,0.7347850177280828,0.5431993512080088,0.4956806060224421,-0.022721382878954848,0.19184972692617036,0.4840248920828736,0.04866188250058937,0.43286936452814806,0.4998772949361821,1.0,0.18276378738729115
OFCmed_R,-0.0741328863602514,0.09929476360620107,0.03992353344090897,0.039458290936797084,-0.09885442297607469,0.02912946015783386,0.23448188135816309,-0.25855407892635573,-0.01768043091849318,0.0761024640692416,-0.06934855976641173,0.20077786848455445,0.2543259563638023,-0.227215021251745,0.1967266608773981,0.020457358927570075,-0.06004763217131132,-0.015636934405929812,0.2222623902123162,0.035146141330199325,0.11666907246904085,-0.021911143635300268,-0.04536284265973539,0.5212976588578454,0.1675380145421479,-0.09220547011511764,0.11326715174231426,-0.028299441210024617,0.18276378738729115,1.0
