,Putamen_L,Cerebellum_9_R,ACC_sub_L,Temporal_Sup_R,Vermis_8,Thal_MDl_R,Paracentral_Lobule_R,Supp_Motor_Area_R,Occipital_Sup_L,OFCant_L,Pallidum_R,Thal_PuM_R,Caudate_R,Rolandic_Oper_L,Cingulate_Mid_R,Red_N_L,Hippocampus_R,Temporal_Pole_Sup_L,SN_pc_L,Frontal_Sup_2_R,Frontal_Sup_2_L,Thal_VL_L,VTA_R,Cerebellum_3_R,Heschl_R
Pallidum_R,0.722130924765163,-0.002318195711347304,-0.33339287313534505,0.5551304617434704,-0.04433518437089277,0.5784259893338716,0.46851139622951465,0.43196767773281286,-0.38394097062135846,-0.12015201274628026,1.0,0.33623785015239316,0.6717333804495613,0.03380782561234551,0.2919518565489519,-0.1921300685247232,0.8325045339360184,-0.058613405651058895,-0.07772056181348355,0.5100726468234213,0.23258028451384302,0.5387153545843796,0.10736476909875031,0.47830610517180644,0.7301760298554049
Thal_PuM_R,0.28846018437573956,0.3463781040691306,-0.24545320770137924,0.4159111084898764,0.3861447836529732,0.2939020366363799,0.6178847552647225,0.6316043656562387,0.3617428987210163,-0.10152415675643166,0.33623785015239316,1.0,0.37962614814700046,-0.03750650728356535,0.4888006001428489,0.2292020320370957,0.5459672942079691,-0.23647946927010197,0.2574139245232259,0.2993310057438997,0.0981433992442485,0.6642544330634658,-0.06201068278361966,0.32677919611056916,0.2575057917983083
Caudate_R,0.6203031910262002,0.10442723281764581,-0.02029727207774364,0.38598613974662194,-0.06637673773649871,0.4534880614467903,0.4422739575458693,0.2778595984564869,-0.14031599629059405,-0.12884265190388827,0.6717333804495613,0.37962614814700046,1.0,0.3004766224487013,0.3326031273540031,-0.10149026718406076,0.7088242077045404,-0.09968796095991107,0.0789406397366855,0.6754145830533338,0.47879507728902815,0.5993092702530279,0.19334352964639553,0.42488595817273167,0.652427247180419
Rolandic_Oper_L,0.30152555692992317,-0.15371046842240288,0.6287589956542298,-0.38605256237773483,-0.21731514489937379,0.32464788008926315,-0.08995310591690588,0.026928953893603388,0.06373700782815675,0.35295748644746644,0.03380782561234551,-0.03750650728356535,0.3004766224487013,1.0,0.4367701874376906,0.18955568585330382,0.13678445895407237,0.09950108136193714,0.45355446686379564,0.5798257969759602,0.7876328170950088,0.13109498456359953,0.40595013521669454,0.45538713464748953,0.03706993223882125
Cingulate_Mid_R,0.54157795362073,0.3743187751624779,0.030845298273945523,0.13134214144537895,0.07321594059511857,0.4550366475200804,0.5583124315124856,0.7414690390127173,0.4561758143385831,0.14891186228712486,0.2919518565489519,0.4888006001428489,0.3326031273540031,0.4367701874376906,1.0,0.39406225611848006,0.5619290105194238,0.16451685908308486,0.46362375861417077,0.6895112073189897,0.5635841325642613,0.438479648965328,0.3486952186542915,0.7082953523518672,0.2997831641521153
Red_N_L,-0.09810571758390119,0.4078714018225924,0.14355071227304966,-0.3482388847450483,0.2060860184674461,0.16569327330461592,0.15901713032206435,0.13095333260863753,0.46663813822812045,0.4339372618513385,-0.1921300685247232,0.2292020320370957,-0.10149026718406076,0.18955568585330382,0.39406225611848006,1.0,-0.01593742425103345,0.3917374730899275,0.5439624398874985,0.18106216164272879,0.141670595378814,0.2632633396176874,0.1544424812268773,0.12073307596917748,-0.3830476051368947
Hippocampus_R,0.7126612612359468,0.15445367253162476,-0.28994410656939407,0.6238746720871466,0.0805287751544462,0.5519775318616194,0.6201504673502632,0.6398090111158868,-0.024157847230791573,-0.05592885373476607,0.8325045339360184,0.5459672942079691,0.7088242077045404,0.13678445895407237,0.5619290105194238,-0.01593742425103345,1.0,0.045105391271631184,-0.010866329030808194,0.6868888057307708,0.4157421315264077,0.5887524969611001,0.12146494689307855,0.702764918156949,0.7913905243565057
Temporal_Pole_Sup_L,-0.04958548038735763,0.16858762005751404,0.11623292736222837,-0.1934033229168505,-0.18774228020487227,-0.002792620850301831,-0.07432425696327133,-0.06528686208417489,0.0519056294757935,0.4928269344978178,-0.058613405651058895,-0.23647946927010197,-0.09968796095991107,0.09950108136193714,0.16451685908308486,0.3917374730899275,0.045105391271631184,1.0,-0.08818644661293937,0.21153744103643812,0.21141791207528315,-0.21329906361059275,0.3737978656086175,0.22281115670828452,-0.08100817130603302
SN_pc_L,0.16671315600543546,0.23557177670770996,0.3153133993195237,-0.37627132005291636,0.05334229725376834,0.39719944109638416,0.18309223297285945,0.22074746403116033,0.3348816802933564,0.15909033376299153,-0.07772056181348355,0.2574139245232259,0.0789406397366855,0.45355446686379564,0.46362375861417077,0.5439624398874985,-0.010866329030808194,-0.08818644661293937,1.0,0.25470348721989566,0.3059624189281242,0.37112072736883034,0.20069992982964502,0.14805269711692084,-0.24329284247449598
Frontal_Sup_2_R,0.6199955508242296,0.1388622485515178,0.2383956856110891,0.1525301673069474,-0.11319582426854367,0.45949978943227954,0.3630325186567468,0.4634682057196104,0.07094092139205234,0.2764064205739236,0.5100726468234213,0.2993310057438997,0.6754145830533338,0.5798257969759602,0.6895112073189897,0.18106216164272879,0.6868888057307708,0.21153744103643812,0.25470348721989566,1.0,0.8303891151331827,0.4196421390452081,0.42377197790329474,0.6966318252700502,0.5397468452856773
Frontal_Sup_2_L,0.45937318171030483,-0.04165738580149838,0.5373508862765269,-0.08394908298059965,-0.1869422002553018,0.30816881522557954,0.044347597301474084,0.21639061827649042,0.18856833654478627,0.36405364396584283,0.23258028451384302,0.0981433992442485,0.47879507728902815,0.7876328170950088,0.5635841325642613,0.141670595378814,0.4157421315264077,0.21141791207528315,0.3059624189281242,0.8303891151331827,1.0,0.16362683206732026,0.4188141092070923,0.6171313237439987,0.36527545743046946
Thal_VL_L,0.6288933220791793,0.3180447809916975,-0.23413517934887482,0.18683147570920733,0.1164149196429394,0.6579628012936288,0.6631771823666252,0.45852169421347333,0.05479071818693496,-0.15858212505509794,0.5387153545843796,0.6642544330634658,0.5993092702530279,0.13109498456359953,0.438479648965328,0.2632633396176874,0.5887524969611001,-0.21329906361059275,0.37112072736883034,0.4196421390452081,0.16362683206732026,1.0,-0.11032410438652615,0.3479381633445433,0.29754567111380104
VTA_R,0.0556715737672097,0.27780296951853867,0.33150983818398116,-0.0841860782782371,-0.16511673819605696,0.02816312200518643,-0.07074761513199508,0.06572964030727545,0.07275029650711086,0.4639000910064514,0.10736476909875031,-0.06201068278361966,0.19334352964639553,0.40595013521669454,0.3486952186542915,0.1544424812268773,0.12146494689307855,0.3737978656086175,0.20069992982964502,0.42377197790329474,0.4188141092070923,-0.11032410438652615,1.0,0.15322614976021237,-0.02444532906981259
Cerebellum_3_R,0.6829210902618416,-0.030755069476255593,0.04068340857637763,0.17005045437888663,-0.17134467490270078,0.4716067010421794,0.4077555052460034,0.5900961368624671,0.13176950001021523,0.19041180993183576,0.47830610517180644,0.32677919611056916,0.42488595817273167,0.45538713464748953,0.7082953523518672,0.12073307596917748,0.702764918156949,0.22281115670828452,0.14805269711692084,0.6966318252700502,0.6171313237439987,0.3479381633445433,0.15322614976021237,1.0,0.5914183602550132
Heschl_R,0.6361194468531786,-0.14910485134067974,-0.22693467616516802,0.6364148034758575,-0.12643843130852775,0.37766549333334476,0.322329159950415,0.40850103271818344,-0.21535063492674525,-0.19379336710146985,0.7301760298554049,0.2575057917983083,0.652427247180419,0.03706993223882125,0.2997831641521153,-0.3830476051368947,0.7913905243565057,-0.08100817130603302,-0.24329284247449598,0.5397468452856773,0.36527545743046946,0.29754567111380104,-0.02444532906981259,0.5914183602550132,1.0
