,Thal_LGN_L,SupraMarginal_L,SN_pr_R,Cerebellum_8_L,Olfactory_R,ACC_sub_L,Frontal_Inf_Orb_2_L,Cerebellum_8_R,Rectus_L,OFCant_L,Lingual_L,Occipital_Sup_R,Caudate_L,Heschl_L,ACC_pre_R,Fusiform_L,OFClat_R,Vermis_10,Calcarine_L,Vermis_9,Thal_PuI_R,VTA_R,Thal_PuM_L,Frontal_Sup_2_L,Supp_Motor_Area_L,Temporal_Inf_R,Thal_PuA_R,Frontal_Inf_Orb_2_R,Thal_PuM_R,Frontal_Inf_Tri_L,ParaHippocampal_L,Thal_MGN_L,SN_pc_R,Cerebellum_4_5_R,Frontal_Inf_Oper_R
Heschl_L,0.5356197081470141,-0.08893947717369068,0.29457100629691463,-0.16776759546612882,0.373516191736627,0.2582758036754385,0.46763383073604337,-0.2177362810453843,0.32835366483938977,0.3049350410323559,-0.18599504365713684,-0.2706513378523596,0.20530620151790432,1.0,0.45468652804585746,0.41039930624737697,0.3690564406444808,0.23783722659444745,0.06802118232093086,-0.06302582329100785,-0.25279234548251234,0.3522546443376517,0.2699651772480393,0.01960990044635148,-0.15874024137039922,-0.23222951575865197,-0.11522111806568293,0.2466147239969938,0.05388300517039537,0.5977669162967717,0.5355173009032559,0.062361381901407435,0.349956675831791,-0.05984607352689998,0.15813893558556838
ACC_pre_R,0.48912359312409637,-0.4899599519997823,0.5681657050825774,-0.2928314972653745,0.6651506133355215,0.707306776996727,0.7543611306781702,-0.3653053967940559,0.4682056626431364,0.7720182352591596,-0.5208349306583028,-0.31251359953875896,0.28806598999299915,0.45468652804585746,1.0,0.3036765501634871,0.565521767668,0.22371458306114206,-0.43004528688927984,-0.2650197995157658,-0.028271733453706135,0.6819830660181034,0.29434595524056867,-0.47415612963287074,-0.6544305157439478,-0.536953470026116,0.032417431748907155,0.6505520811214243,0.36955297842332085,0.25663507328454355,0.6766432130027634,0.03094382936076819,0.5503259861725974,-0.273772030828396,0.10655149128881908
Fusiform_L,0.39028538004471636,0.12909674414382571,0.1096882222775413,0.06363408772764306,0.07855697760599235,0.014176701603982465,0.34293848145540257,0.21536160147282857,0.1753162341571042,0.17714724388941983,0.10384551111443979,0.20004029870823273,0.25190416098499435,0.41039930624737697,0.3036765501634871,1.0,0.06201026363620469,0.34233182883473456,0.29164902832578454,0.047052189041411056,0.07035483321440028,0.35070554194291065,0.013536872825120255,-0.037298295079406255,-0.062218797138565374,-0.353955730880623,-0.06768313549690086,0.0008678045273121184,-0.013311238438688514,0.3751097406967349,0.28580743779491585,-0.019540933186292523,0.08305843389690386,-0.021263846570474348,0.547698881334501
OFClat_R,0.15530246704981754,-0.34436254735858846,0.5148549798685339,-0.3605009819703315,0.6721793569404588,0.6498964979871497,0.40680510357544325,-0.5993224849502441,0.5104836020958025,0.5143322783270512,-0.524691083425155,-0.4165689107207145,0.3051302399487927,0.3690564406444808,0.565521767668,0.06201026363620469,1.0,0.4481711359186077,-0.28216909336795887,0.10061075923675626,0.30214223040620664,0.4973708705779177,0.6647928866876223,-0.06439855972369653,-0.2427355712648544,-0.01035913409782055,0.019188255019718985,0.6903749268787601,0.6318921738899042,0.3203749738428434,0.678125949465989,0.09941901149755544,0.5154713322824606,0.08202614487261056,0.1346962710643565
Vermis_10,0.20470043450031108,4.0343419759857864e-05,0.3412313690264589,-0.2088731964348583,0.19755180500128702,0.17438381007003279,0.07141661309981731,-0.40048728817779367,0.13363746133455603,0.134351951331023,-0.16301141100876254,-0.12497835598620183,0.3601520266452343,0.23783722659444745,0.22371458306114206,0.34233182883473456,0.4481711359186077,1.0,0.15503836977028138,0.4764436264115239,0.30454108001526053,0.2470484484381993,0.3941196742685242,0.19260755282041137,0.09274784109427509,0.11219444870634673,0.02982831966579678,0.1611504810345738,0.2751051103818573,0.21075324673262313,0.45714836972760486,0.1521827205479816,0.2962504907139682,0.44658665367318,0.5003909493736679
Calcarine_L,0.09045215170433611,0.5521730952279764,-0.35802155241115874,0.5066051779628202,-0.5663915635845034,-0.621604907436763,-0.6367051770128209,0.5108298263896851,-0.3294312011867023,-0.6800379436319811,0.8434417768457468,0.5815982556293544,0.09144634989183378,0.06802118232093086,-0.43004528688927984,0.29164902832578454,-0.28216909336795887,0.15503836977028138,1.0,0.555777000059183,0.05361008099070642,-0.5535059639009743,-0.2301259360886807,0.6731591059004064,0.6697582613376935,0.6002944645638346,0.06361885600046163,-0.5493927263301642,-0.5416492731035422,0.152243934182578,-0.22753257142054398,0.3071626995108653,-0.4778087066218849,0.6752081600857089,0.3282654628678708
Vermis_9,-0.050101391974667696,0.3466998933153319,-0.10605566468295469,0.3178218691697065,-0.26361240150540033,-0.28199136853804263,-0.5184342081109159,0.14748172514335028,-0.12512142941745955,-0.4223895225014316,0.3930906606363568,0.3140332577212856,0.16690202083869807,-0.06302582329100785,-0.2650197995157658,0.047052189041411056,0.10061075923675626,0.4764436264115239,0.555777000059183,1.0,0.28559447307704533,-0.3505907276698357,0.07838727070552473,0.5410033994952196,0.5182394908843555,0.5829628659276381,0.011336348542750565,-0.21405301405899319,-0.10516561727156136,0.0939286061148086,-0.05930129289466294,0.17359102615454441,-0.22040684694078688,0.6317393626507486,0.3710420432938996
Thal_PuI_R,-0.27543695230596416,0.16797186568358036,-0.002875904593417531,0.1309772710126994,-0.16949138357685412,-0.013137599762263388,-0.23629561458129247,0.01000536061188552,-0.022705298630093,-0.0965515385072176,-0.014767326384043123,0.24744402677720312,0.09046554197792694,-0.25279234548251234,-0.028271733453706135,0.07035483321440028,0.30214223040620664,0.30454108001526053,0.05361008099070642,0.28559447307704533,1.0,0.06692121481393623,0.14546859936313591,0.2770810759302944,0.32214282800599686,0.14210909554123,-0.03609977454109794,-0.0913616742175962,0.5051275420301312,0.07244093653775677,-0.04635841179748973,-0.0678143918045181,-0.06330238608385239,0.288745599868053,0.32879112770177077
VTA_R,0.2432188854930948,-0.4530251379685842,0.5922433934411211,-0.4082501549425978,0.6494986666238152,0.6739569254831963,0.8075382431670213,-0.4785158924767456,0.39595192116658473,0.7822617518383429,-0.6780436465729114,-0.42005432432088313,0.20636297841858992,0.3522546443376517,0.6819830660181034,0.35070554194291065,0.4973708705779177,0.2470484484381993,-0.5535059639009743,-0.3505907276698357,0.06692121481393623,1.0,0.3160912079065863,-0.5628659073756684,-0.614974088208835,-0.7032082017747835,-0.11222800965035172,0.5791555605864359,0.5208585609715087,0.18755456112452668,0.599806125785638,-0.2987113802001278,0.701351582728425,-0.4708700607982601,0.11507316199363396
Thal_PuM_L,0.04887879864028076,-0.4370313729277771,0.2184294233027231,-0.4642388324785957,0.5943417071730871,0.5696331002736433,0.2562346424345139,-0.5735388447037991,0.5464984940665568,0.4410104759226864,-0.48141940900135205,-0.5756635072642418,0.28079957721239734,0.2699651772480393,0.29434595524056867,0.013536872825120255,0.6647928866876223,0.3941196742685242,-0.2301259360886807,0.07838727070552473,0.14546859936313591,0.3160912079065863,1.0,-0.0876304758217561,-0.21054852592286527,0.05854322835623754,-0.2725093649698143,0.5517506669315573,0.5222586056975199,0.06672700260764067,0.6100927133034657,0.21388195596477833,0.4058049920086865,0.11005744436058268,0.15026936523138235
Frontal_Sup_2_L,-0.01600238417850452,0.7228060441917213,-0.23041455868298075,0.5060513986095033,-0.5440801889767706,-0.5723024949166863,-0.6813350860314455,0.36105180786351715,-0.45774873000432365,-0.7483421369599091,0.6195535567774672,0.22345235136609926,-0.07755146717885532,0.01960990044635148,-0.47415612963287074,-0.037298295079406255,-0.06439855972369653,0.19260755282041137,0.6731591059004064,0.5410033994952196,0.2770810759302944,-0.5628659073756684,-0.0876304758217561,1.0,0.9150815661465874,0.7269048764342334,0.1659851349300824,-0.4795493071053516,-0.20169791767595058,0.43888298895384836,-0.32087651451778454,0.24288484165391044,-0.3893244505441795,0.6742813060875971,0.14900204985395465
Supp_Motor_Area_L,-0.16685232786207374,0.7486072206529459,-0.31100773637143675,0.5794512547545848,-0.6582081393869136,-0.740978018606692,-0.7480057387613369,0.43847889858349515,-0.5318249379412838,-0.831805450961984,0.6777061838648236,0.3457983947278451,-0.05477015736409207,-0.15874024137039922,-0.6544305157439478,-0.062218797138565374,-0.2427355712648544,0.09274784109427509,0.6697582613376935,0.5182394908843555,0.32214282800599686,-0.614974088208835,-0.21054852592286527,0.9150815661465874,1.0,0.7019149737764442,0.0825468543623626,-0.5947436543039047,-0.2658428779168252,0.23139822872088456,-0.5125306754408367,0.09456599752728338,-0.43383340525248754,0.6112458366797376,0.1228086830604535
Temporal_Inf_R,-0.11420163553842373,0.3579815181448101,-0.21895831704926055,0.35597518508140913,-0.3838946659887599,-0.47035358657410326,-0.8000051137463345,0.17656070651613381,-0.34638450023831646,-0.689544191853722,0.5561217216969775,0.2211865165379048,0.07301144991927457,-0.23222951575865197,-0.536953470026116,-0.353955730880623,-0.01035913409782055,0.11219444870634673,0.6002944645638346,0.5829628659276381,0.14210909554123,-0.7032082017747835,0.05854322835623754,0.7269048764342334,0.7019149737764442,1.0,0.28686111520634544,-0.30986804082696345,-0.22581666752249335,-0.08099338609718738,-0.21481230188408978,0.4327974033252278,-0.38652398587485376,0.7684040405702096,-0.018698114128662915
Thal_PuA_R,0.2775829535369941,0.12300427519648446,0.2303822257006465,0.06003963499389141,-0.09122528983668232,-0.18123353448881194,-0.09907162016312826,0.10861913032357974,-0.34612388129371013,-0.1631557602573189,0.15275471958547768,0.04857348755763931,-0.026047219955005956,-0.11522111806568293,0.032417431748907155,-0.06768313549690086,0.019188255019718985,0.02982831966579678,0.06361885600046163,0.011336348542750565,-0.03609977454109794,-0.11222800965035172,-0.2725093649698143,0.1659851349300824,0.0825468543623626,0.28686111520634544,1.0,-0.023730358690242308,0.06930736477049157,0.026962574366129987,0.0009672909644572803,0.24138351275634612,-0.18505640648659136,0.23076382208720905,-0.20701494645474428
Frontal_Inf_Orb_2_R,0.10576170289542011,-0.4894891836361005,0.5163761326130152,-0.43441759633518195,0.8954934227504916,0.7610823566030942,0.6979886876111658,-0.5888996246518422,0.5122039592514767,0.6938604919872093,-0.6212708577292082,-0.52808757002967,0.2761923227420562,0.2466147239969938,0.6505520811214243,0.0008678045273121184,0.6903749268787601,0.1611504810345738,-0.5493927263301642,-0.21405301405899319,-0.0913616742175962,0.5791555605864359,0.5517506669315573,-0.4795493071053516,-0.5947436543039047,-0.30986804082696345,-0.023730358690242308,1.0,0.5253266226367289,0.08638440003285588,0.6021056565311316,-0.10746554437598713,0.583281596759083,-0.30594751347438315,-0.06123498367025125
Thal_PuM_R,-0.041743329564141604,-0.3075371847378852,0.31979286439843874,-0.4459936760331187,0.5176431195921668,0.5711546246500603,0.4090932003986213,-0.5471766469362296,0.408915812561562,0.49690881156355865,-0.6483488286733111,-0.5046301301210159,0.015688506590629838,0.05388300517039537,0.36955297842332085,-0.013311238438688514,0.6318921738899042,0.2751051103818573,-0.5416492731035422,-0.10516561727156136,0.5051275420301312,0.5208585609715087,0.5222586056975199,-0.20169791767595058,-0.2658428779168252,-0.22581666752249335,0.06930736477049157,0.5253266226367289,1.0,0.1517042001812768,0.42213354159567257,-0.183530619161254,0.37811395295236927,-0.20744469587975128,0.008602226274361606
Frontal_Inf_Tri_L,0.26062368799545055,0.41505214451024336,0.11569853829911683,0.08033982241315091,0.07925010953072538,0.07598336692464916,0.1850461006612644,0.05129101207036433,-0.008825852935276707,-0.035909908542081044,0.021778125318924813,-0.16259634284730912,-0.1618618642585852,0.5977669162967717,0.25663507328454355,0.3751097406967349,0.3203749738428434,0.21075324673262313,0.152243934182578,0.0939286061148086,0.07244093653775677,0.18755456112452668,0.06672700260764067,0.43888298895384836,0.23139822872088456,-0.08099338609718738,0.026962574366129987,0.08638440003285588,0.1517042001812768,1.0,0.16018908126085124,-0.0385542795057735,0.09022842266997275,0.046836631869324755,0.17347960537711407
ParaHippocampal_L,0.48454692472477123,-0.6185936869556888,0.5785930476441099,-0.43727771752699024,0.7431971695984476,0.7017475985147547,0.5899414966252575,-0.5912354664125721,0.6338562231710171,0.7248511087820925,-0.5206364622249278,-0.41253424749096845,0.417823136171418,0.5355173009032559,0.6766432130027634,0.28580743779491585,0.678125949465989,0.45714836972760486,-0.22753257142054398,-0.05930129289466294,-0.04635841179748973,0.599806125785638,0.6100927133034657,-0.32087651451778454,-0.5125306754408367,-0.21481230188408978,0.0009672909644572803,0.6021056565311316,0.42213354159567257,0.16018908126085124,1.0,0.18006804280954924,0.5954603226751793,-0.02043474931883052,0.1424997685447929
Thal_MGN_L,0.3112035596681638,-0.1015667108968526,-0.12078164295211649,-0.08824783332752294,-0.11535530401303051,-0.06550522273982019,-0.30373140686106276,-0.005331425533153715,0.0010427286926698374,-0.1613065216175529,0.221448231751542,0.017665689156677752,0.12689975082637997,0.062361381901407435,0.03094382936076819,-0.019540933186292523,0.09941901149755544,0.1521827205479816,0.3071626995108653,0.17359102615454441,-0.0678143918045181,-0.2987113802001278,0.21388195596477833,0.24288484165391044,0.09456599752728338,0.4327974033252278,0.24138351275634612,-0.10746554437598713,-0.183530619161254,-0.0385542795057735,0.18006804280954924,1.0,-0.28762613475565546,0.5077255125149327,0.03799704504439117
SN_pc_R,0.27726361431827984,-0.41336931623989615,0.7083066015638414,-0.2100251875577578,0.6581577074329871,0.5822066392556992,0.6440865727925288,-0.5534571234065091,0.2996010911507875,0.6663748750204477,-0.5891499165367641,-0.4640921862505074,0.40899156098259487,0.349956675831791,0.5503259861725974,0.08305843389690386,0.5154713322824606,0.2962504907139682,-0.4778087066218849,-0.22040684694078688,-0.06330238608385239,0.701351582728425,0.4058049920086865,-0.3893244505441795,-0.43383340525248754,-0.38652398587485376,-0.18505640648659136,0.583281596759083,0.37811395295236927,0.09022842266997275,0.5954603226751793,-0.28762613475565546,1.0,-0.27329763316456857,0.07597261368037846
Cerebellum_4_5_R,0.08488594000198556,0.272118901552712,-0.027819138029578024,0.3118333635019719,-0.39066017852860124,-0.403604601577086,-0.6358008377511359,0.15112752369939808,-0.30849053517958863,-0.550771811108042,0.5344376128839575,0.3153656520535711,0.292720183932078,-0.05984607352689998,-0.273772030828396,-0.021263846570474348,0.08202614487261056,0.44658665367318,0.6752081600857089,0.6317393626507486,0.288745599868053,-0.4708700607982601,0.11005744436058268,0.6742813060875971,0.6112458366797376,0.7684040405702096,0.23076382208720905,-0.30594751347438315,-0.20744469587975128,0.046836631869324755,-0.02043474931883052,0.5077255125149327,-0.27329763316456857,1.0,0.3444912386339991
Frontal_Inf_Oper_R,0.042037553853447415,0.13562805851883142,0.04156131599654751,0.13501729207856808,-0.04259498514173342,0.015584555567826786,-0.06023435131083216,0.07992807576919751,0.03113453168225479,-0.004761642087446329,0.11390443267415579,0.3023876077832458,0.3573346325420034,0.15813893558556838,0.10655149128881908,0.547698881334501,0.1346962710643565,0.5003909493736679,0.3282654628678708,0.3710420432938996,0.32879112770177077,0.11507316199363396,0.15026936523138235,0.14900204985395465,0.1228086830604535,-0.018698114128662915,-0.20701494645474428,-0.06123498367025125,0.008602226274361606,0.17347960537711407,0.1424997685447929,0.03799704504439117,0.07597261368037846,0.3444912386339991,1.0
