,Postcentral_L,Thal_PuI_R,Vermis_6,Thal_PuM_L,SN_pr_R,ACC_sup_L,OFCpost_R,Cerebellum_8_R,Thal_VL_L,Pallidum_R,Caudate_R,VTA_L,Temporal_Pole_Sup_R,Frontal_Sup_2_R,Thal_VA_L,Occipital_Mid_L,Vermis_4_5,Frontal_Inf_Tri_R,Thal_VA_R,Thal_LGN_L,Cerebellum_4_5_R,Thal_VL_R,ACC_sub_L,Occipital_Mid_R,Calcarine_L,ACC_sup_R,Cerebellum_9_L,Cerebellum_Crus2_L,Insula_R,Cuneus_R,Pallidum_L,Thal_PuM_R,Vermis_9,Vermis_1_2,Thal_MDl_L,Thal_PuL_R,Thal_LGN_R,Vermis_3,Thal_MDm_L,Thal_MGN_R,Frontal_Med_Orb_L,Thal_LP_R,Vermis_8,Thal_PuA_R,Thal_VPL_R
Caudate_R,0.5714153974383337,0.4472584993242265,-0.11567965017225804,0.6842769194945306,0.25800775036218243,0.7739093019292986,0.0641412802408811,0.25242867550621195,0.7553880427751595,0.6628966285237301,1.0,0.49855666068264903,0.23714381932757206,0.672277700481023,0.6050430221889879,-0.00512558116943646,0.4847948753028232,0.5091420153183802,0.4795515964526639,0.3473784893136079,0.549182423793686,0.7611908783733412,-0.19021555664655268,-0.20383245390958254,0.4183740142620401,0.24209305347665747,0.15196985339612257,-0.1304046664575261,0.21764540241302716,-0.1969554160939039,0.5636122938769814,0.46720321184387054,0.15843264485121203,0.398543386119344,0.5960328159838524,0.2795110741307194,0.5951496377894797,0.5742794073947818,0.7680602409009109,0.32472629848967866,-0.14351762547710467,0.6109463160103307,0.04681112987061219,0.5644954433989717,0.6431881580896801
VTA_L,0.08540714169386124,0.209947720546758,-0.43060020694076423,0.11685589696427402,0.4974313714492445,0.35697623303091763,-0.008449592122038852,-0.12579520292781968,0.31240175272318027,0.2806249425443628,0.49855666068264903,1.0,0.04331543529048839,0.16528792785125707,0.28660890486225515,-0.341851516902448,-0.03606764668134065,0.32176105387262643,0.003566553944813829,0.022122282977622778,0.30822294318800575,0.36066862477140865,-0.12782524071409576,-0.2810990130498735,-0.13593878576517618,0.1738017470234386,-0.3447850956482806,-0.28135100956759673,-0.1604872037050314,-0.313337375746641,0.3214248726561867,0.12203565101444883,-0.3418861956614561,0.17233492819211335,0.45134021576399597,-0.07281311246532411,0.38390800595775815,0.12740127041370541,0.3887145114383861,0.18493353600815077,-0.049355201279197916,0.21896382914990578,-0.262362192394139,0.08334233710615144,0.27470943129078146
Temporal_Pole_Sup_R,0.04061127324615529,0.2143476060892,0.3295702680970329,0.2953067355369959,0.4672769001582399,0.20545365769376622,0.33406629511603136,0.6001455751038678,0.10271816213930007,0.16899198002777274,0.23714381932757206,0.04331543529048839,1.0,0.326254363172671,-0.2245093458350912,0.14531528958325754,0.33357809886529505,-0.14216998939890915,0.36097088581225245,0.04617606873714789,-0.17196837642178006,-0.002050507388232837,-0.3855142838686749,0.015460096518801172,0.4776870329145183,-0.038289921049325895,0.42665817058343997,0.4082172252073175,0.19030845905031205,-0.14566765653037733,-0.05729228764993453,0.16374894752527264,0.5344386650878494,0.20199267553707548,-0.20098731056385666,0.05334991149026465,-0.01655688092249154,0.090473224378263,0.0739582280855073,0.0764399468116159,-0.4486570753714907,-0.09406518420628232,0.49132987487705576,0.16352174963552707,0.13334847215204773
Frontal_Sup_2_R,0.7475842382160516,0.7271062062543485,0.2948016735761278,0.7724193637170382,0.09885564567896178,0.8228498343776773,-0.07515100588827046,0.447425434040302,0.5073655881163869,0.5291077082844275,0.672277700481023,0.16528792785125707,0.326254363172671,1.0,0.44399086766554535,0.17838626176813466,0.8605133858154658,0.601411280431865,0.5478909949634788,0.5782241358641651,0.5748686846961372,0.513146811696626,-0.23509291701185764,0.20077933876611978,0.6436865996834772,0.44506063778034544,0.5601553525583433,0.0050091727614675965,0.6530553605115149,0.12834489332202925,0.3918503753706678,0.7720639760921543,0.5650767267282701,0.5421810616326702,0.41391945813063563,0.48937846278314945,0.4964675334056302,0.7498679231656741,0.48723347614148954,0.4313623869144336,-0.23669914111502424,0.5448007632804959,0.4821083383958048,0.5686533910037497,0.6296860122860136
Thal_VA_L,0.577260781265646,0.3341096116086739,-0.1645185051180583,0.6589215918319429,-0.1833341442301879,0.53017123504801,-0.1500309085935749,-0.11183136715045612,0.7791757047338972,0.5763467229248274,0.6050430221889879,0.28660890486225515,-0.2245093458350912,0.44399086766554535,1.0,0.017896193751187322,0.34599730999229833,0.7274180655563628,0.17451596787075177,0.30967737985626176,0.6445656577898499,0.8921498502320387,0.14218989280218916,0.13636223986760543,0.2951044376979954,0.22937005619631964,0.0735212951321748,-0.3508991164802182,0.4301895250992555,0.1719388371592673,0.4752437785604128,0.46165544256501617,0.004729745968275354,0.20761310045940082,0.8673314800266305,0.3433784669899988,0.5470754550233602,0.5466791110803061,0.7995854229880193,0.1880244365186247,0.14390731213502103,0.8044300425848064,-0.1458613971366515,0.6277423606994031,0.7041097467715398
Occipital_Mid_L,0.4420814347321852,0.10022994562994585,0.44822139034511954,0.36926297605057695,-0.1276664147807304,0.16516711831772482,0.21010910846613637,0.33576905015212893,0.1450163032079142,0.10186499394844709,-0.00512558116943646,-0.341851516902448,0.14531528958325754,0.17838626176813466,0.017896193751187322,1.0,0.41017037555873714,-0.181434346004882,0.2624901021001349,0.25745733632366535,0.0004973727200453149,0.0749277852070356,0.3782999890219581,0.5097581370545666,0.5249705583732021,-0.22010076159604888,0.5836034515581097,0.34486775971304073,0.19575789784474332,0.466724077735638,0.0715674736381845,0.11750131013452216,0.5196607870912684,0.1714371804957562,-0.12328332075921915,0.2055046243883387,-0.06017236137094494,0.19507509854958732,0.0520979645905776,0.048205630714650116,0.34696644711408153,0.09517515976926812,0.45804833828961206,0.17540752849220564,0.1038348983499472
Vermis_4_5,0.8295346849040047,0.7478074368679658,0.5690235970185776,0.789413034696172,0.041429007081315285,0.6810293129943089,-0.07642976783602563,0.455056452736615,0.430398934494051,0.4098339668615274,0.4847948753028232,-0.03606764668134065,0.33357809886529505,0.8605133858154658,0.34599730999229833,0.41017037555873714,1.0,0.47088658301124087,0.5465681461728492,0.6519386857347921,0.5584687380563783,0.4372799928756542,-0.1953156547765403,0.3875559708364025,0.8060879557157755,0.27812883254234777,0.7334466433728335,0.061584090417155984,0.674448235102268,0.40238082427022914,0.27968690408002833,0.8230953288288412,0.7006647414836075,0.6482100166551881,0.2821354241262132,0.5394255540446888,0.4905769201338111,0.8330008887409813,0.3337596786994613,0.4672441321842215,-0.18834597028797714,0.49007553531583953,0.6015696281653283,0.5838769507166728,0.6125977765102883
Frontal_Inf_Tri_R,0.6296562860343662,0.4768528560361758,0.05034770497596134,0.5414735806342534,-0.04807243342246971,0.48437887404531504,-0.052658362463717856,-0.2599243230511182,0.6076385702778533,0.5217950688797858,0.5091420153183802,0.32176105387262643,-0.14216998939890915,0.601411280431865,0.7274180655563628,-0.181434346004882,0.47088658301124087,1.0,0.23650427553066408,0.30433934148429076,0.8203057576168525,0.6774696071330115,0.05972251390781276,0.234216490108683,0.23221445566547183,0.6635394911456043,0.052238905622263215,-0.3741315929230141,0.6053806730762636,0.28740352030468835,0.2919962309457166,0.7109659603126783,0.0009332127298026092,0.40684272988087083,0.7133698136948007,0.2921233273106647,0.5940210972069547,0.6477259327017848,0.585873575199655,0.1947943939281701,0.09553082183491873,0.6874466497964236,0.0338809330557945,0.5770803851899378,0.6624921567926917
Thal_VA_R,0.5509626496040075,0.34160274167853405,0.26852813764321365,0.4593290856605721,0.2551145763436203,0.42280429807288555,0.3238114973172945,0.272657232290032,0.3645075528806337,0.6154512809461076,0.4795515964526639,0.003566553944813829,0.36097088581225245,0.5478909949634788,0.17451596787075177,0.2624901021001349,0.5465681461728492,0.23650427553066408,1.0,0.3358569376045613,0.33876676719254956,0.3365257855861809,-0.04019055818640637,-0.05197779471401206,0.4736623625032985,0.33056580791306256,0.4266883552629833,-0.05689460458829159,0.3045521487026679,0.004150994340209508,0.45474776173559533,0.4142437197913021,0.41943775092227753,0.5117435872320368,0.12921961008860505,0.042033729678988885,0.40280292482492647,0.5014783070453779,0.3892031611877722,0.3935263374034521,-0.020869927457731554,0.19197927132852272,0.2947167041082493,0.34250061592716236,0.3080544934517931
Thal_LGN_L,0.6775524020109865,0.6318401336325015,0.13223908776656598,0.48962068786037194,-0.12656269438752135,0.5467233804284373,-0.3256956973505788,0.14118464729114621,0.16008515714940952,0.27604650127401026,0.3473784893136079,0.022122282977622778,0.04617606873714789,0.5782241358641651,0.30967737985626176,0.25745733632366535,0.6519386857347921,0.30433934148429076,0.3358569376045613,1.0,0.5591510059062373,0.29334200748202716,0.02690082569981069,0.12297170996678768,0.3742315179288525,0.21257555449479376,0.31829619831055905,-0.16502523998520044,0.3524966218339352,0.19928346650735468,0.5422132592508241,0.5767729586162411,0.23530262478675792,0.45878916506398826,0.31518368469860925,0.5070941487003635,0.6372195178548675,0.6217476403327761,0.1551272041792647,0.6194185142728555,0.055309296887593805,0.4267986262449635,0.11157904681374085,0.27591659191837853,0.4867606913010773
Cerebellum_4_5_R,0.7834405705075479,0.5610278476353188,0.008816684311482515,0.5171945624197409,0.019594826013318876,0.5569963908848894,-0.12067705968187263,-0.33471530172429226,0.499915972367718,0.5529495395200332,0.549182423793686,0.30822294318800575,-0.17196837642178006,0.5748686846961372,0.6445656577898499,0.0004973727200453149,0.5584687380563783,0.8203057576168525,0.33876676719254956,0.5591510059062373,1.0,0.6352212093183977,0.21803584487785893,0.09580827909525816,0.19228358915797278,0.5587292924124272,0.050752328472627006,-0.5001921253382746,0.39464490930560275,0.28120813917930043,0.5603108676626738,0.6796654087826927,-0.09453914398484206,0.5809463463651632,0.7161477496016485,0.28698318385864063,0.7967604179014937,0.7806825135726312,0.4939884046147543,0.381145272182228,0.3309107032540146,0.6938354334956414,-0.09480977254093194,0.4630194783990007,0.6722732155999847
Thal_VL_R,0.6293538141512347,0.3606138897600406,-0.07754931749343698,0.7608279339086745,-0.003820501694531263,0.615672027839445,-0.023163570254404454,0.025398611306393704,0.8970299209654781,0.6443221348495607,0.7611908783733412,0.36066862477140865,-0.002050507388232837,0.513146811696626,0.8921498502320387,0.0749277852070356,0.4372799928756542,0.6774696071330115,0.3365257855861809,0.29334200748202716,0.6352212093183977,1.0,0.05088119767272883,0.060392638326423484,0.43696498218146124,0.20787245134697294,0.15898932445179853,-0.25684342138991606,0.39729077808491703,0.10265858327998402,0.4798518686654368,0.508989653421968,0.1123765840529553,0.32862830930592574,0.8350154157664516,0.2942150220693487,0.5807517228680632,0.6174245974984764,0.8812707390883074,0.2128068085390915,0.06824051710012802,0.8207817070328511,-0.05014576551598987,0.701944182963313,0.7616076899297218
ACC_sub_L,0.1834925763565287,-0.21119896599521398,-0.15229619191655094,-0.15167136055763483,-0.1885419199725597,-0.17203229712052273,0.24501135486329056,-0.5106221665877727,-0.029036772508473054,0.0965808271057105,-0.19021555664655268,-0.12782524071409576,-0.3855142838686749,-0.23509291701185764,0.14218989280218916,0.3782999890219581,-0.1953156547765403,0.05972251390781276,-0.04019055818640637,0.02690082569981069,0.21803584487785893,0.05088119767272883,1.0,0.07718846936586723,-0.31788817527057434,0.12125035464898234,-0.19930958422973805,-0.2048946300181512,-0.12741526890581895,0.19052016928447954,0.19705292370711874,-0.16991004362813703,-0.3669157435327717,0.003409873064649467,0.14443616023658834,-0.23195599195869962,0.0439328565152129,-0.02702097277910177,0.03862304294348937,-0.15609167109768926,0.8948987225843793,0.09944729486180567,-0.34296304443597064,-0.10498258001797889,-0.05822199571341836
Occipital_Mid_R,0.2689444194670379,0.19571198808092907,0.6174379362707384,0.30979411826096326,-0.26980482041507536,0.0047650496904691805,0.036873016379116705,0.10870419476510838,0.07407443493755465,-0.06707656360650514,-0.20383245390958254,-0.2810990130498735,0.015460096518801172,0.20077933876611978,0.13636223986760543,0.5097581370545666,0.3875559708364025,0.234216490108683,-0.05197779471401206,0.12297170996678768,0.09580827909525816,0.060392638326423484,0.07718846936586723,1.0,0.5045704124274042,-0.004786544619470227,0.5050101858205959,0.3711614249297929,0.5699132554707123,0.8214312785871253,-0.31582042233544494,0.4163262730757999,0.4509558800962479,0.02058052139951453,-0.016577427800671275,0.4050832871367849,-0.09515348126908908,0.17707954605075749,-0.0644679898956797,-0.16804438535854127,0.020054483299930873,0.22814091422102378,0.5614376682155312,0.306865678922667,0.13605025435605198
Calcarine_L,0.5677980785410203,0.45335570681514126,0.6741202045883811,0.7791053856152585,-0.009553633094972383,0.45986587530079204,0.07940029257012159,0.654149969291038,0.5164091535536293,0.33883332673772537,0.4183740142620401,-0.13593878576517618,0.4776870329145183,0.6436865996834772,0.2951044376979954,0.5249705583732021,0.8060879557157755,0.23221445566547183,0.4736623625032985,0.3742315179288525,0.19228358915797278,0.43696498218146124,-0.31788817527057434,0.5045704124274042,1.0,-0.05651395485022622,0.8229421115354844,0.3692770145030775,0.632282955348427,0.3943817843480306,0.043806991943744836,0.5875352608976095,0.858164100022534,0.35325333144861326,0.11178851684629186,0.4908549924563206,0.20498256665706058,0.552161142465068,0.388682554002422,0.24026200746618973,-0.37544079996020185,0.38686483829359175,0.7198151916252269,0.6246090405518331,0.46660048210011584
ACC_sup_R,0.4069044821534992,0.29169848233253626,0.025634223735760905,0.13873982768441526,0.07418000384218651,0.23989002540459126,0.022557909963173087,-0.2790750434449413,0.1523266017018046,0.3799241478651622,0.24209305347665747,0.1738017470234386,-0.038289921049325895,0.44506063778034544,0.22937005619631964,-0.22010076159604888,0.27812883254234777,0.6635394911456043,0.33056580791306256,0.21257555449479376,0.5587292924124272,0.20787245134697294,0.12125035464898234,-0.004786544619470227,-0.05651395485022622,1.0,-0.08317879510479213,-0.39532585140229654,0.33525081747599006,0.06957711449047468,0.27682479152995243,0.46956845369786593,-0.07380045459804753,0.45506831673546877,0.32366924318731943,-0.09053857215759382,0.3538880814358378,0.40616750089791115,0.2155540058879032,0.09647296151608244,0.18476416801275347,0.337719350230092,0.03718271717831488,0.2858273251798233,0.32169697805173014
Cerebellum_9_L,0.45636164938907803,0.40478707026286437,0.7579854948695252,0.5684719798195431,-0.10894528760283786,0.39410751599355665,0.03798503927627601,0.6325251968312952,0.2001066965627202,0.21256875782503049,0.15196985339612257,-0.3447850956482806,0.42665817058343997,0.5601553525583433,0.0735212951321748,0.5836034515581097,0.7334466433728335,0.052238905622263215,0.4266883552629833,0.31829619831055905,0.050752328472627006,0.15898932445179853,-0.19930958422973805,0.5050101858205959,0.8229421115354844,-0.08317879510479213,1.0,0.395870166518631,0.6512987460493992,0.3733317365193475,-0.05604974859287213,0.4284816951121334,0.9295617312487449,0.2193657817227297,-0.062090791105826194,0.42459449687356715,-0.004991911480711906,0.38360186952466263,0.11434875421406558,0.20511140298154057,-0.29857312238218564,0.15245960119092516,0.8054382037454791,0.3544279023479023,0.2660887859188821
Cerebellum_Crus2_L,-0.2448294808640134,-0.07218809378248058,0.4972151300545013,0.013460774779328031,0.023381741054940775,-0.06002331481888848,0.20768435209160271,0.5029742836403445,-0.15690897483515218,-0.18143421130885226,-0.1304046664575261,-0.28135100956759673,0.4082172252073175,0.0050091727614675965,-0.3508991164802182,0.34486775971304073,0.061584090417155984,-0.3741315929230141,-0.05689460458829159,-0.16502523998520044,-0.5001921253382746,-0.25684342138991606,-0.2048946300181512,0.3711614249297929,0.3692770145030775,-0.39532585140229654,0.395870166518631,1.0,0.11135416852395054,0.12107457631055217,-0.5065007481824346,-0.11547204487402886,0.48260721270430224,-0.2596384889628617,-0.4412215164792304,0.07623685120156463,-0.438120068751167,-0.2926740832597952,-0.20644853691312998,-0.22510363932069735,-0.34739664066768544,-0.20410812550407523,0.5407872284533247,-0.004117314142369388,-0.2253910823293604
Insula_R,0.5256340922834971,0.500584707163275,0.5787332905477944,0.612130420672201,-0.2224432057058321,0.4345019448768714,-0.014868625934870866,0.21837246385143788,0.35926630735381987,0.3930877035158124,0.21764540241302716,-0.1604872037050314,0.19030845905031205,0.6530553605115149,0.4301895250992555,0.19575789784474332,0.674448235102268,0.6053806730762636,0.3045521487026679,0.3524966218339352,0.39464490930560275,0.39729077808491703,-0.12741526890581895,0.5699132554707123,0.632282955348427,0.33525081747599006,0.6512987460493992,0.11135416852395054,1.0,0.49851432221335923,-0.02257248685470823,0.6623629221982694,0.6211880415512391,0.20740230459371387,0.29694303404544187,0.47960783124909434,0.23261049930876357,0.5108219606687333,0.27711493529005876,0.1757869597657135,-0.22279402293662376,0.43437155673528727,0.5689479578217351,0.5096729043258413,0.4881671928350196
Cuneus_R,0.39036684264688687,0.17474555849521814,0.5789529809626773,0.31277265396509835,-0.30855750459357195,-0.013832235109039746,-0.04622161777649563,-0.15993993425235567,0.1133672925308544,0.01521850232014791,-0.1969554160939039,-0.313337375746641,-0.14566765653037733,0.12834489332202925,0.1719388371592673,0.466724077735638,0.40238082427022914,0.28740352030468835,0.004150994340209508,0.19928346650735468,0.28120813917930043,0.10265858327998402,0.19052016928447954,0.8214312785871253,0.3943817843480306,0.06957711449047468,0.3733317365193475,0.12107457631055217,0.49851432221335923,1.0,-0.24789058498381686,0.4608105087282764,0.2718494034544708,0.15754266631595443,0.019333001003580316,0.3578500094588303,0.06415929945101731,0.29257377145241487,-0.04780230205134215,-0.1522455020309223,0.18146863664487123,0.2583771522974171,0.36892529693288884,0.32877873188665285,0.21240386002897504
Pallidum_L,0.5473026755614541,0.36616441322041793,-0.35784594426948085,0.32265776404704205,0.12353432198166427,0.5009442562921891,-0.010764533513576816,-0.03874151202908249,0.3568752211914713,0.5630806467491121,0.5636122938769814,0.3214248726561867,-0.05729228764993453,0.3918503753706678,0.4752437785604128,0.0715674736381845,0.27968690408002833,0.2919962309457166,0.45474776173559533,0.5422132592508241,0.5603108676626738,0.4798518686654368,0.19705292370711874,-0.31582042233544494,0.043806991943744836,0.27682479152995243,-0.05604974859287213,-0.5065007481824346,-0.02257248685470823,-0.24789058498381686,1.0,0.2513068034139329,-0.1453725534499588,0.44175681402099415,0.5303437298445046,0.1284949113291894,0.7029502962307095,0.5028005751611393,0.440710199869293,0.5738687838087217,0.31017696010246415,0.39071418719984385,-0.32537613007141514,0.1784242104801883,0.4517070215810569
