,Thal_PuI_R,Fusiform_L,Thal_VPL_L,Lingual_L,Paracentral_Lobule_R,Frontal_Inf_Oper_L,Precentral_L,Thal_MDl_R,Occipital_Inf_L,VTA_L,Rolandic_Oper_R,Frontal_Sup_Medial_R,Thal_LP_R,Fusiform_R,Occipital_Inf_R,Cerebellum_4_5_L,Raphe_D,SN_pr_L,Frontal_Inf_Orb_2_L,Supp_Motor_Area_R,OFClat_R,Cerebellum_9_R,Thal_MDm_R,Thal_Re_L,Precuneus_R
Rolandic_Oper_R,0.6262872366098546,0.4034556254136231,0.589282702183112,0.21381901293884417,0.32033380436344716,0.7029536368379763,0.4689079512946154,0.6233502271252471,-0.09362089172508706,0.017313156710358022,1.0,0.6889473628250753,0.40779378528803206,0.08677582214782024,-0.18263157992481083,0.714679250802499,0.03877970730136799,0.3445393216414365,0.47458189550086005,0.6629554497182994,-0.07381342298911509,-0.13225439693646368,0.4321756527574084,0.257030422821766,0.5221700334456537
Frontal_Sup_Medial_R,0.5659906994998201,0.2157086374899223,0.6039671684004909,0.03013907150175182,0.43559613823679216,0.5766324807242685,0.49095504092329045,0.47918236579330575,-0.24514732408422976,-0.09941559251039873,0.6889473628250753,1.0,0.5095687532866111,-0.04308694591522535,-0.34646575516304506,0.5924851509747405,0.1198873560060312,0.5533495650333065,0.7256985552957105,0.5337291989797535,0.26582933284997295,-0.32791983171880884,0.4590253790967167,0.39556929549118336,0.6047235300595356
Thal_LP_R,0.5829748321890722,0.6293869184523032,0.8175371047548956,0.2483928393530601,-0.05420084089076036,0.6763973822145156,0.1410731199172993,0.008193381313541645,0.017738148300257727,0.06196777229367483,0.40779378528803206,0.5095687532866111,1.0,0.5368622450280562,0.06084146274068202,0.4415091934738511,0.7122686591221329,0.35163806797069097,0.46934140581259687,0.4101212051980705,0.08136715836291904,0.14635998936563213,0.6383688802835265,0.37035251905514094,0.09322643350199816
Fusiform_R,0.1369017445018726,0.5970220126695384,0.3070425951315278,0.649611172894729,-0.3433126485404597,0.4982635647113356,-0.01946177977490896,-0.11340530121578982,0.46138367387120066,0.3633077640647976,0.08677582214782024,-0.04308694591522535,0.5368622450280562,1.0,0.7287537879248698,0.3232017138670903,0.6855715507463412,-0.13795883984965857,-0.24428116317928533,0.22512162368849756,0.0025013550699280935,0.686122094092914,0.5309483775581497,-0.146111460147311,-0.33501250336759486
Occipital_Inf_R,-0.32142757351174506,0.3623509674305791,-0.2573782861692213,0.7747034491598288,-0.5191823308595375,0.07586416831236868,-0.28344723413037354,-0.3221910738224007,0.8321078374421002,0.6491622826880246,-0.18263157992481083,-0.34646575516304506,0.06084146274068202,0.7287537879248698,1.0,0.15135263182636405,0.35726988018059086,-0.5833947282472643,-0.5363466154572274,-0.09411765972936824,-0.1517886593679661,0.9073327057311962,0.179109592622992,-0.5437130508732195,-0.5457735163076475
Cerebellum_4_5_L,0.5397623430321985,0.6546593198094821,0.46821205111862557,0.5766324175399054,0.17972621724809715,0.6441219390959982,0.40714440447220007,0.3786071073319631,0.31086713501296886,0.37101275531842565,0.714679250802499,0.5924851509747405,0.4415091934738511,0.3232017138670903,0.15135263182636405,1.0,0.20719180254129432,0.20028189761350265,0.3955518398125035,0.6411214999796372,-0.08418176294683281,0.24782627063528082,0.5600899537645406,0.2136993761557331,0.3848936335418068
Raphe_D,0.22249490997666735,0.6654510822465675,0.4000550306338274,0.335205125036357,-0.3510747530947077,0.4327779174813283,-0.2040345033027333,-0.3716687182229011,0.3159865908919129,0.20045436396171926,0.03877970730136799,0.1198873560060312,0.7122686591221329,0.6855715507463412,0.35726988018059086,0.20719180254129432,1.0,0.13314187683965975,0.17302633315875388,0.12468168572782258,-0.09569867714280662,0.48179281174254596,0.5256033027187766,0.1944295567640312,-0.31247054252930057
SN_pr_L,0.4618876132348592,0.0656891434303195,0.5009798996619825,-0.2582510469799794,0.4236289965980079,0.2922605692150899,0.30763555154781647,0.4221646322407554,-0.5276422393694036,-0.2611608982704496,0.3445393216414365,0.5533495650333065,0.35163806797069097,-0.13795883984965857,-0.5833947282472643,0.20028189761350265,0.13314187683965975,1.0,0.5968444446818809,0.3569556635302645,0.2866906898661569,-0.5147538291171619,0.2954954961094251,0.4810105671435567,0.4861361700222279
Frontal_Inf_Orb_2_L,0.5313142159610441,0.2691436400850845,0.5449703554823315,-0.179873673409084,0.30777277667390474,0.453056806784149,0.21954195609110488,0.2108080915505999,-0.2814667270064379,-0.2800988852188425,0.47458189550086005,0.7256985552957105,0.46934140581259687,-0.24428116317928533,-0.5363466154572274,0.3955518398125035,0.17302633315875388,0.5968444446818809,1.0,0.35252555860445195,-0.02356662299307656,-0.36198223381981404,0.26827379962976355,0.6366324780312453,0.46249743249844144
Supp_Motor_Area_R,0.6142618403556593,0.3937433523162112,0.5681807432641572,0.26078184178354546,0.5921409886857502,0.7038617719209479,0.7425152289240149,0.5609589099262344,-0.12195168599699413,-0.03275245939417098,0.6629554497182994,0.5337291989797535,0.4101212051980705,0.22512162368849756,-0.09411765972936824,0.6411214999796372,0.12468168572782258,0.3569556635302645,0.35252555860445195,1.0,0.10208604574996231,-0.1177291698915181,0.5264761429678623,0.26508891894714287,0.6592917679428862
OFClat_R,0.03135079170569528,-0.33276802429515023,0.23586038784320118,-0.13038071454476075,0.41113046430402633,-0.00917933909979969,0.4064293590299322,0.17937879666111622,-0.3844976015065488,-0.20871225813214034,-0.07381342298911509,0.26582933284997295,0.08136715836291904,0.0025013550699280935,-0.1517886593679661,-0.08418176294683281,-0.09569867714280662,0.2866906898661569,-0.02356662299307656,0.10208604574996231,1.0,-0.33634832697122585,-0.003656157536023556,-0.08578132873829751,0.3825260259268748
Cerebellum_9_R,-0.23046500064483047,0.5865629443270353,-0.20526434552787506,0.7735256168727921,-0.6633044793867721,0.10082698111460667,-0.4454655967061555,-0.3922508846857827,0.9125749453223732,0.694257911831675,-0.13225439693646368,-0.32791983171880884,0.14635998936563213,0.686122094092914,0.9073327057311962,0.24782627063528082,0.48179281174254596,-0.5147538291171619,-0.36198223381981404,-0.1177291698915181,-0.33634832697122585,1.0,0.25875321478513647,-0.4047734040713222,-0.622610062944771
Thal_MDm_R,0.4138645874453311,0.6681660970977616,0.5056923263667485,0.5039553868175215,0.056418612226902705,0.6156724367068406,0.18943949046503394,0.2665254485067083,0.21098134649882505,0.22844973206934233,0.4321756527574084,0.4590253790967167,0.6383688802835265,0.5309483775581497,0.179109592622992,0.5600899537645406,0.5256033027187766,0.2954954961094251,0.26827379962976355,0.5264761429678623,-0.003656157536023556,0.25875321478513647,1.0,0.17011904468370143,0.16358859428339154
Thal_Re_L,0.5682189037819884,0.13797527538264573,0.45326243942141775,-0.41344196261521016,0.24195562700625114,0.31123643774308396,0.22629089123926216,0.06652926724087023,-0.45650292649041696,-0.47652194184663704,0.257030422821766,0.39556929549118336,0.37035251905514094,-0.146111460147311,-0.5437130508732195,0.2136993761557331,0.1944295567640312,0.4810105671435567,0.6366324780312453,0.26508891894714287,-0.08578132873829751,-0.4047734040713222,0.17011904468370143,1.0,0.29177787465478
Precuneus_R,0.4772706050191547,-0.07997903017771887,0.4224609557580411,-0.1316780302212054,0.9158059793517065,0.31638206869982305,0.8045578055909686,0.5815821242681365,-0.49802130796506316,-0.3368354768783845,0.5221700334456537,0.6047235300595356,0.09322643350199816,-0.33501250336759486,-0.5457735163076475,0.3848936335418068,-0.31247054252930057,0.4861361700222279,0.46249743249844144,0.6592917679428862,0.3825260259268748,-0.622610062944771,0.16358859428339154,0.29177787465478,1.0
