,ACC_sub_L,Thal_PuA_R,Cingulate_Post_L,N_Acc_R,Insula_R,Vermis_8,Lingual_L,SupraMarginal_R,Temporal_Pole_Sup_L,LC_L,Thal_MDm_R,Cingulate_Post_R,Precentral_R,VTA_R,Temporal_Sup_L,Supp_Motor_Area_L,Thal_LGN_L,Lingual_R,Red_N_L,Vermis_4_5,Frontal_Inf_Oper_L,Frontal_Mid_2_L,OFCpost_L,Cingulate_Mid_R,ACC_sub_R,Cerebellum_8_R,ACC_sup_R,Thal_AV_L,Raphe_D,Temporal_Pole_Mid_R
Thal_MDm_R,-0.1736344918168742,0.8512960448960606,-0.10564253236354751,-0.46189216190946136,0.2021069942499395,0.45002786088930274,0.797464699402523,0.32154145093764985,0.7770574769063674,-0.5385255114363904,1.0,-0.09813721796761954,-0.0323495242004094,0.26136579945096516,0.4963212264522926,-0.2998949810002274,-0.539827201299761,0.7631515011265162,0.6833388755670236,-0.34459479207088584,0.4196584346429213,-0.4384780824840881,-0.23680562579896916,-0.19007125449705523,-0.39354249120307366,0.6191513889511664,-0.36666393730313357,0.10357600805254011,-0.7604806564963413,0.5422663107097208
Cingulate_Post_R,-0.011938336787980031,-0.17773590743320836,0.6604326956703056,0.11304915500942486,0.06717775144275338,0.315618714852805,0.21791192113103844,-0.13791552185898615,0.0838587213832302,0.19179065343485632,-0.09813721796761954,1.0,0.013086023418069885,0.10018344652544864,0.18425834533761462,0.33175155325204336,0.13581809342669074,0.1784493200016891,0.1316398231302636,0.6046720437137345,0.07117371957459022,0.3996347178507394,-0.17885294667864995,0.36028059077110863,0.06318180802368502,0.16597023623804927,0.062455177802189586,0.058232307120109676,0.009863063222803635,0.1997972060866307
Precentral_R,-0.1837841562119134,0.24547688158580092,-0.18975643056787295,0.04688920369222641,-0.008641447654759521,-0.18537692735889977,0.05868471075204767,0.7853073079538274,-0.1455451610419977,-0.27266901122168696,-0.0323495242004094,0.013086023418069885,1.0,0.1353146732679471,-0.2008589392510122,-0.17248854759311033,-0.21180895099196728,0.056024544535386335,0.2650169856755592,0.006365628594358823,-0.09738341932598728,-0.3518983822440878,-0.02511802535846439,-0.06651758316760653,-0.1827450810162538,-0.11709617555435,0.10019906116438021,-0.1489493335845287,-0.052035428346111016,-0.306562215582422
VTA_R,0.10217677326436797,0.22586804333750216,0.05482470096019264,-0.295891308689414,0.005332695514817146,0.22149494375811424,0.25575291632440494,0.2092854173706973,-0.00426420879684976,-0.15378123488545217,0.26136579945096516,0.10018344652544864,0.1353146732679471,1.0,0.082881679947102,0.0777288736399233,0.14264556073864135,0.22562192683274232,0.1660084041240616,-0.07751974319681765,0.23594852622387033,0.02981402765129937,-0.3527062201270932,0.06804911754481682,0.05078250060990621,0.19025287403057756,0.06899665109738565,-0.06522475824322631,-0.25835279289571367,0.14444637637708163
Temporal_Sup_L,0.20354221121917548,0.3488829598124676,0.32167538665091194,0.0015303610027630227,0.44771724368841664,0.25262150269050976,0.43443888878843046,0.00338962327352128,0.5678573883268181,-0.08061471521933584,0.4963212264522926,0.18425834533761462,-0.2008589392510122,0.082881679947102,1.0,-0.07906719288988052,-0.16090312812744323,0.36598543743871553,0.2898164655444703,0.10014744822628584,0.6750292611858946,-0.07748210033722933,-0.04094396210432596,0.19461310041488578,0.11909736668193671,0.23351579678029608,-0.3381516288699414,0.25174403950445184,-0.2708094447158839,0.2104783620478175
Supp_Motor_Area_L,-0.1255448430251959,-0.4011299804534329,0.30529593728700877,-0.07212119946618642,0.1038398409190297,0.3522664869110355,0.02485189515600248,-0.4374233748492146,-0.1940580492970945,0.2009279773927514,-0.2998949810002274,0.33175155325204336,-0.17248854759311033,0.0777288736399233,-0.07906719288988052,1.0,0.3605905063245981,0.008764939566165775,-0.04723453742165431,0.44571410681328605,-0.07923079338045616,0.8898425466291597,-0.14007159931475735,-0.08987122288353147,-0.042945482543875604,0.24744051208627027,0.6664279829884973,0.09969343042944864,0.2554525677740324,0.23360259369465958
Thal_LGN_L,0.31983374307468393,-0.7698150989098865,0.37284676335668343,0.28155614293294173,0.05982129192166731,-0.20343259265941518,-0.5914308758828678,-0.4319326328704209,-0.6515796537047581,0.6869198145618851,-0.539827201299761,0.13581809342669074,-0.21180895099196728,0.14264556073864135,-0.16090312812744323,0.3605905063245981,1.0,-0.6260105224243894,-0.7651161817038988,0.4263937789044308,-0.10296359591922773,0.5722042663086246,0.17717941561203143,0.36813759592742923,0.5727909305085681,-0.5102971167042518,0.41478371837075056,0.1715176174218754,0.6990430698860579,-0.3781216575404092
Lingual_R,-0.47810784564731373,0.7973712207421848,-0.06540156246094289,-0.49156881522091617,0.19240496325627665,0.7320508595272838,0.9714135036397273,0.3175947564314315,0.7689776148371812,-0.6785385478807034,0.7631515011265162,0.1784493200016891,0.056024544535386335,0.22562192683274232,0.36598543743871553,0.008764939566165775,-0.6260105224243894,1.0,0.8636997453102688,-0.1399165795284666,0.23815204550276717,-0.1832243469110212,-0.48455622122924935,-0.25651274878908714,-0.5684592754377208,0.8892751829232327,-0.18310539514026977,-0.10528367509398695,-0.7912089087009557,0.7542087835000163
Red_N_L,-0.4240021281554971,0.8152575685026263,-0.1814440054386201,-0.33509713322493734,0.07386196762016156,0.5625152948086332,0.8439197722423901,0.48450569367989293,0.7291677674679268,-0.7251118570559517,0.6833388755670236,0.1316398231302636,0.2650169856755592,0.1660084041240616,0.2898164655444703,-0.04723453742165431,-0.7651161817038988,0.8636997453102688,1.0,-0.18202714359083777,0.21020472656596673,-0.29344108156969273,-0.4074050260250171,-0.28486062131632633,-0.5468383627307544,0.7940212033399648,-0.22784358446542058,-0.1109753046327496,-0.7764864740246671,0.6540813909158573
Vermis_4_5,0.2001905814378317,-0.49880472697517886,0.5585655069025017,0.36529480267253217,0.16481415294353893,0.11054502172419169,-0.15506544960481242,-0.2623267227498106,-0.18917762640193353,0.4979094852555393,-0.34459479207088584,0.6046720437137345,0.006365628594358823,-0.07751974319681765,0.10014744822628584,0.44571410681328605,0.4263937789044308,-0.1399165795284666,-0.18202714359083777,1.0,-0.06949755821834319,0.524924753667663,0.23000270498052142,0.22640455286139038,0.26266512590047497,-0.11049207124244674,0.25112240329232854,0.29469918901977876,0.44075181281367576,-0.09580378844572783
Frontal_Inf_Oper_L,0.11867299697864346,0.3771679544615687,0.18839387520335193,-0.17348298411489974,0.3619449461671148,0.10681483400726698,0.32571532229112216,0.1358700371380292,0.33645271144156136,-0.21268956068814615,0.4196584346429213,0.07117371957459022,-0.09738341932598728,0.23594852622387033,0.6750292611858946,-0.07923079338045616,-0.10296359591922773,0.23815204550276717,0.21020472656596673,-0.06949755821834319,1.0,-0.052627124436996575,-0.08941210233092863,0.14357648399159548,0.0977444353267756,0.09584662305765243,-0.19876800970792435,0.046125353336947006,-0.24712983839894193,0.06284555060123034
Frontal_Mid_2_L,0.01612347485041274,-0.6177256274000761,0.45001105341680364,0.05126040592401341,0.13596239012463152,0.2789875559388628,-0.1552162664138141,-0.5711112212830388,-0.31275650286669426,0.40926905042934514,-0.4384780824840881,0.3996347178507394,-0.3518983822440878,0.02981402765129937,-0.07748210033722933,0.8898425466291597,0.5722042663086246,-0.1832243469110212,-0.29344108156969273,0.524924753667663,-0.052627124436996575,1.0,-0.058769209502129625,0.08242653936486674,0.18117936551916958,0.07231544508077063,0.637922408738358,0.13664798484552157,0.41447161238583746,0.1484907357418096
OFCpost_L,0.37021133100014286,-0.36586685879798303,0.11258705272484719,0.41423111389737566,0.12900451449753678,-0.5035695878800234,-0.4808846119398426,-0.09331327020843018,-0.20269225215025807,0.38631935562662406,-0.23680562579896916,-0.17885294667864995,-0.02511802535846439,-0.3527062201270932,-0.04094396210432596,-0.14007159931475735,0.17717941561203143,-0.48455622122924935,-0.4074050260250171,0.23000270498052142,-0.08941210233092863,-0.058769209502129625,1.0,0.04675304647434601,0.29670075792648365,-0.5036289860867569,-0.02680191839885543,0.2797610625261845,0.5401707108968662,-0.46611882496779417
Cingulate_Mid_R,0.3646010917342226,-0.32773959051552604,0.49317748088075886,0.39472615862418287,0.01796383220988046,-0.17453720145291193,-0.21379426264798967,-0.06580226781639932,-0.057184742822018575,0.32295235460966815,-0.19007125449705523,0.36028059077110863,-0.06651758316760653,0.06804911754481682,0.19461310041488578,-0.08987122288353147,0.36813759592742923,-0.25651274878908714,-0.28486062131632633,0.22640455286139038,0.14357648399159548,0.08242653936486674,0.04675304647434601,1.0,0.44267455547258144,-0.33257104740866855,-0.3469752703345174,0.12689445086333356,0.22992887890658464,-0.11935873798086485
ACC_sub_R,0.7379680632581569,-0.5514200978058172,0.2819547809001714,0.5659458591932702,0.1806918610687531,-0.2747049026394553,-0.5395096554428163,-0.2280676791763214,-0.35909625004017953,0.5379644044885709,-0.39354249120307366,0.06318180802368502,-0.1827450810162538,0.05078250060990621,0.11909736668193671,-0.042945482543875604,0.5727909305085681,-0.5684592754377208,-0.5468383627307544,0.26266512590047497,0.0977444353267756,0.18117936551916958,0.29670075792648365,0.44267455547258144,1.0,-0.5100401366635962,-0.0007435709463532764,0.18892739817284,0.46566534609399685,-0.39115316842604314
Cerebellum_8_R,-0.49619267690558216,0.6020440239290532,-0.01869203269838318,-0.4492308304969857,0.12796647058093846,0.8739082451537509,0.8662937644748492,0.07843712451073737,0.6749512577484285,-0.5598217698844419,0.6191513889511664,0.16597023623804927,-0.11709617555435,0.19025287403057756,0.23351579678029608,0.24744051208627027,-0.5102971167042518,0.8892751829232327,0.7940212033399648,-0.11049207124244674,0.09584662305765243,0.07231544508077063,-0.5036289860867569,-0.33257104740866855,-0.5100401366635962,1.0,0.01174017813277103,-0.10459373962447419,-0.7036209004787184,0.8745655230031174
ACC_sup_R,-0.12386483376448286,-0.3933669604348952,0.03391141639894986,-0.05134086624519086,0.12672660994826485,0.11725619951294779,-0.18066664829549337,-0.235843721214357,-0.5190113295270729,0.25833733487342425,-0.36666393730313357,0.062455177802189586,0.10019906116438021,0.06899665109738565,-0.3381516288699414,0.6664279829884973,0.41478371837075056,-0.18310539514026977,-0.22784358446542058,0.25112240329232854,-0.19876800970792435,0.637922408738358,-0.02680191839885543,-0.3469752703345174,-0.0007435709463532764,0.01174017813277103,1.0,0.021532420155316683,0.37663902803081545,-0.10911464674636925
Thal_AV_L,0.354377130311492,-0.15711697337724972,0.17721360649181994,0.22280638112216825,0.16657811540674447,-0.08455867618937074,-0.0830819876238411,-0.1795207339842177,0.06689989295434665,0.34021043523725913,0.10357600805254011,0.058232307120109676,-0.1489493335845287,-0.06522475824322631,0.25174403950445184,0.09969343042944864,0.1715176174218754,-0.10528367509398695,-0.1109753046327496,0.29469918901977876,0.046125353336947006,0.13664798484552157,0.2797610625261845,0.12689445086333356,0.18892739817284,-0.10459373962447419,0.021532420155316683,1.0,0.1789666780386719,-0.06572292320525648
Raphe_D,0.32665056440972634,-0.8235261680792612,0.2669721310732906,0.48702812674537926,-0.022625916943836373,-0.5044770915207575,-0.7806725440765614,-0.36540824545379136,-0.7227488369234532,0.6442415174746344,-0.7604806564963413,0.009863063222803635,-0.052035428346111016,-0.25835279289571367,-0.2708094447158839,0.2554525677740324,0.6990430698860579,-0.7912089087009557,-0.7764864740246671,0.44075181281367576,-0.24712983839894193,0.41447161238583746,0.5401707108968662,0.22992887890658464,0.46566534609399685,-0.7036209004787184,0.37663902803081545,0.1789666780386719,1.0,-0.6214305798673965
Temporal_Pole_Mid_R,-0.39023683181866053,0.4413406232498967,0.05268808856087511,-0.35259892198043524,0.059702378100688167,0.7644097303069859,0.7348688658440918,-0.053560377220400524,0.6655780536517948,-0.42845142521497354,0.5422663107097208,0.1997972060866307,-0.306562215582422,0.14444637637708163,0.2104783620478175,0.23360259369465958,-0.3781216575404092,0.7542087835000163,0.6540813909158573,-0.09580378844572783,0.06284555060123034,0.1484907357418096,-0.46611882496779417,-0.11935873798086485,-0.39115316842604314,0.8745655230031174,-0.10911464674636925,-0.06572292320525648,-0.6214305798673965,1.0
