,SN_pc_R,Thal_MDl_L,OFCpost_R,Temporal_Sup_R,OFClat_L,Heschl_R,Cuneus_L,Occipital_Inf_R,Temporal_Inf_R,Red_N_R,Vermis_8,Thal_AV_L,Thal_LGN_R,Paracentral_Lobule_R,Vermis_9,Amygdala_R,Temporal_Sup_L,N_Acc_L,Thal_Re_R,Precentral_L,Raphe_D,Frontal_Inf_Orb_2_R,Insula_L,Postcentral_L,Vermis_7
Vermis_8,-0.2426555304347097,0.07874715477228575,-0.10213297234396439,-0.008715691145791135,-0.49762087965171936,0.34413151316234203,0.2060773804719836,0.6156216600521432,0.46654153319284414,-0.4204814028842347,1.0,0.2655588930981427,-0.44079070391909875,-0.4166197336768518,0.8419621811232758,0.35150060514100445,-0.3271892930653042,0.07411042650413492,-0.015208339618232248,-0.0184329812166153,-0.46990972868427544,-0.029234630045355137,-0.0018470016587763547,-0.21647552683860635,0.8774150824038582
Thal_AV_L,0.12368768299232161,0.4272695035803409,0.01770675480608997,-0.016278709175151878,0.05028652640767147,0.10935821997798259,0.195716081397436,-0.013717008802782267,-0.0696024644945845,0.09261062356162723,0.2655588930981427,1.0,0.08641335034382454,-0.03175379391640435,0.21038774412111313,0.01605022752396542,-0.00232678502418341,0.04152571557290609,0.18352777019137806,-0.0017080046491392527,-0.07958906686408461,0.060580935500023796,0.13039651426754112,-0.12513738988341283,0.2047947358767535
Thal_LGN_R,0.24298228109148004,0.4157081236890488,0.07398559985884214,-0.011298723333753573,0.6968387659154741,-0.22070898542916373,-0.15281607018076632,-0.6717368512191865,-0.4910630511622464,0.689049105891699,-0.44079070391909875,0.08641335034382454,1.0,0.26344766854155993,-0.33531179210461665,-0.34910941098616266,0.4822361582982965,0.001694883967571548,0.1789372398999288,0.047375074541210246,0.6288697237631301,0.09234304790688411,0.13476509586328655,-0.0023725336563098685,-0.4748067602384549
Paracentral_Lobule_R,0.07358386441250399,-0.01025979795279083,0.26569386650535104,0.24247474197553198,0.29187306396966173,0.04239628252003645,0.4411053341084446,-0.257682842708906,-0.08597597281227251,0.07882994980077858,-0.4166197336768518,-0.03175379391640435,0.26344766854155993,1.0,-0.21708677893439596,-0.0077016555327931455,0.3429649555871747,0.053443712001431186,0.13800321256177311,0.4426902007048923,0.13629563889104598,0.19252787583640812,0.33698020438188664,0.5616504619813781,-0.14986082337658962
Vermis_9,-0.15149973105581632,0.06371451982731619,-0.15809271333947864,-0.018407268040709867,-0.335176763869107,0.26216457902568224,0.30889686718971476,0.5176983137622433,0.41321784148765733,-0.3379189757349715,0.8419621811232758,0.21038774412111313,-0.33531179210461665,-0.21708677893439596,1.0,0.32942597063891216,-0.09621080828302543,0.008896977205029048,0.062102727967348094,0.006457749127864241,-0.38982411244741855,-0.07619572178065522,0.1875272478110734,-0.1302425260305935,0.7902418723219948
Amygdala_R,-0.12683753524007688,-0.06787866389334585,0.45812084763352573,0.43999086695460987,-0.48721590401109444,0.7285359468546136,0.3067305153090862,0.586628343011964,0.7372060489290393,-0.4303901271337293,0.35150060514100445,0.01605022752396542,-0.34910941098616266,-0.0077016555327931455,0.32942597063891216,1.0,-0.4369972178393973,0.06539452600546183,-0.07396332098949075,0.445769361753881,-0.19555736600887721,0.5024706983053409,-0.05845483051793443,0.3365859591016703,0.4493879206695392
Temporal_Sup_L,0.03841444924508179,0.011225941966003565,-0.3602701075090677,-0.275404619674997,0.7093094461204114,-0.4925237748779127,-0.12501862309073675,-0.4844108517613678,-0.6193705935499099,0.3689249193858902,-0.3271892930653042,-0.00232678502418341,0.4822361582982965,0.3429649555871747,-0.09621080828302543,-0.4369972178393973,1.0,-0.11853149718443891,0.1801983423172155,-0.27972599485495014,0.30581434512755734,-0.3800962481881027,0.6606348691544444,-0.14286980589270193,-0.3429507350367115
N_Acc_L,0.025810413022736803,0.18867113232999122,0.35679913849596306,0.2877941818435476,-0.03441371481784267,0.2211952307953469,0.03368992881283817,-0.06944344852973364,0.09033897508203607,0.06629991239669644,0.07411042650413492,0.04152571557290609,0.001694883967571548,0.053443712001431186,0.008896977205029048,0.06539452600546183,-0.11853149718443891,1.0,-0.1803625267967642,0.03163981886088598,0.04906917721672557,0.3533293066397718,0.0014196460442258765,0.015230922812491676,0.03925654166582282
Thal_Re_R,0.12246400998422237,0.10545947982537894,-0.07760082176126681,-0.0825962509953208,0.20666064972600146,-0.07847345544840896,0.131541356618588,-0.06050444475230688,-0.08441365328663807,0.17233248874863205,-0.015208339618232248,0.18352777019137806,0.1789372398999288,0.13800321256177311,0.062102727967348094,-0.07396332098949075,0.1801983423172155,-0.1803625267967642,1.0,0.03210787563567314,0.05434778697865821,-0.06810762841899147,0.2529943278977802,-0.00028173563986529077,-0.00878756599264014
Precentral_L,-0.006225418622911508,-0.009997595896926592,0.5644543080262023,0.4697711891767833,-0.30768533535560294,0.5173472312037597,0.5163238202947186,0.27960415216572876,0.5770385203798435,-0.15101401363368688,-0.0184329812166153,-0.0017080046491392527,0.047375074541210246,0.4426902007048923,0.006457749127864241,0.445769361753881,-0.27972599485495014,0.03163981886088598,0.03210787563567314,1.0,0.04052055027224142,0.5031096868575395,-0.1511756445665275,0.8543543135456985,0.19462550362388137
Raphe_D,0.21045635222258538,0.3842345217639263,0.32274138532774754,0.3598304972935683,0.47327045083167674,0.07039901624724935,-0.4461793841682505,-0.5504868454360734,-0.23389298122907054,0.7076854691629118,-0.46990972868427544,-0.07958906686408461,0.6288697237631301,0.13629563889104598,-0.38982411244741855,-0.19555736600887721,0.30581434512755734,0.04906917721672557,0.05434778697865821,0.04052055027224142,1.0,0.3720448886304917,-0.14051600085472873,0.009530995087395962,-0.5786083537171861
Frontal_Inf_Orb_2_R,0.049596381737416054,0.37617985981939994,0.8592656208016743,0.8246502346488892,-0.1819604770242278,0.7535910569862813,0.10259635673916796,0.0563451449094941,0.5229322680077289,0.08667735162993359,-0.029234630045355137,0.060580935500023796,0.09234304790688411,0.19252787583640812,-0.07619572178065522,0.5024706983053409,-0.3800962481881027,0.3533293066397718,-0.06810762841899147,0.5031096868575395,0.3720448886304917,1.0,-0.3010953127759992,0.3928245424879471,0.014583603756147964
Insula_L,-0.06577723464115195,-0.1926190522373153,-0.29839930329079917,-0.13923206373792926,0.31523544931881187,-0.2088373964681086,0.15271060875195344,0.013948321078127919,-0.19631317875053053,-0.07192805468215842,-0.0018470016587763547,0.13039651426754112,0.13476509586328655,0.33698020438188664,0.1875272478110734,-0.05845483051793443,0.6606348691544444,0.0014196460442258765,0.2529943278977802,-0.1511756445665275,-0.14051600085472873,-0.3010953127759992,1.0,-0.008285839436048869,0.06785836877044724
Postcentral_L,-0.016013889863929154,-0.25517138443433646,0.46345353381018767,0.4297638966363754,-0.315539600779878,0.3493803427364734,0.3959191812422827,0.22743355967252935,0.46462182742010744,-0.22321789466437164,-0.21647552683860635,-0.12513738988341283,-0.0023725336563098685,0.5616504619813781,-0.1302425260305935,0.3365859591016703,-0.14286980589270193,0.015230922812491676,-0.00028173563986529077,0.8543543135456985,0.009530995087395962,0.3928245424879471,-0.008285839436048869,1.0,-0.008151523860948076
Vermis_7,-0.2568218038354207,-0.04860377565914277,0.014613623707461047,0.01396228370793619,-0.4954028617994085,0.37173082659164325,0.5244653336789401,0.6531925227939064,0.5518539486605285,-0.5547089636789065,0.8774150824038582,0.2047947358767535,-0.4748067602384549,-0.14986082337658962,0.7902418723219948,0.4493879206695392,-0.3429507350367115,0.03925654166582282,-0.00878756599264014,0.19462550362388137,-0.5786083537171861,0.014583603756147964,0.06785836877044724,-0.008151523860948076,1.0
